Dakar;98.20;104.30;101.30;1.06
Diourbel;49.30;66.30;57.60;1.34
Fatick;82.60;91.50;86.90;1.11
Kaffrine;39.70;55.30;47.30;1.39
Kaolack;71.50;83.40;77.20;1.17
Kédougou;115.30;111.90;113.70;0.97
Kolda;92.90;99.00;95.90;1.07
Louga;70.40;78.30;74.50;1.11
Matam;52.10;86.50;68.80;1.66
Saint-Louis;80.70;108.50;94.10;1.34
Sédhiou;103.40;104.90;104.10;1.01
Tambacounda;72.90;83.00;77.80;1.14
Thiès;98.00;111.80;104.70;1.14
Ziguinchor;109.40;110.80;110.10;1.01
Sénégal;80.40;92.60;86.40;1.15
